symbol,name,reportDate,fiscalDateEnding,estimate,currency
AXR,AMREP Corp,3/11/2024,1/31/2024,,USD
AXS,Axis Capital Holdings Ltd,4/24/2024,3/31/2024,2.66,USD
AXSM,Axsome Therapeutics Inc,5/6/2024,3/31/2024,-1.13,USD
AXTA,Axalta Coating Systems Ltd,4/30/2024,3/31/2024,0.4,USD
AXTI,AXT Inc,2/22/2024,12/31/2023,-0.15,USD
AXTI,AXT Inc,4/25/2024,3/31/2024,-0.0711,USD
AY,Atlantica Sustainable Infrastructure Plc,3/1/2024,12/31/2023,-0.23,USD
AY,Atlantica Sustainable Infrastructure Plc,5/3/2024,3/31/2024,-0.0773,USD
AYASF,AYASF,3/28/2024,12/31/2023,,USD
AYASF,AYASF,5/10/2024,3/31/2024,,USD
AYI,Acuity Brands Inc,4/2/2024,2/29/2024,3.24,USD
AYRO,AYRO Inc,3/21/2024,12/31/2023,-1.28,USD
AYRO,AYRO Inc,5/7/2024,3/31/2024,,USD
AYRWF,AYRWF,3/13/2024,12/31/2023,-0.24,USD
AYRWF,AYRWF,5/16/2024,3/31/2024,-0.2633,USD
AYTU,Aytu BioPharma Inc,5/9/2024,3/31/2024,-0.64,USD
AYURF,AYURF,2/26/2024,12/31/2023,,USD
AYX,Alteryx Inc - Class A,4/25/2024,3/31/2024,-0.07,USD
AZ,A2Z Smart Technologies Corp,3/27/2024,12/31/2023,-0.16,USD
AZ,A2Z Smart Technologies Corp,5/14/2024,3/31/2024,-0.19,USD
AZEK,AZEK Company Inc - Class A,5/2/2024,3/31/2024,0.38,USD
AZN,Astrazeneca plc,4/25/2024,3/31/2024,0.9692,USD
AZNCF,AZNCF,4/25/2024,3/31/2024,1.94,USD
AZO,Autozone Inc,5/21/2024,2/29/2024,26.37,USD
AZPN,Aspen Technology Inc,4/27/2024,3/31/2024,1.45,USD
AZTA,Azenta Inc,5/7/2024,3/31/2024,0.02,USD
AZTR,Azitra Inc,2/28/2024,12/31/2023,0,USD
AZYO,AZYO,3/20/2024,12/31/2023,-0.44,USD
AZYO,AZYO,5/8/2024,3/31/2024,,USD
AZZ,AZZ Inc,4/23/2024,2/29/2024,0.69,USD
AZZTF,AZZTF,4/26/2024,3/31/2024,,USD
B,Barnes Group Inc,4/25/2024,3/31/2024,0.36,USD
BA,Boeing Company,4/24/2024,3/31/2024,-0.13,USD
BABB,BABB,4/4/2024,2/29/2024,,USD
BABYF,BABYF,3/29/2024,12/31/2023,,USD
BABYF,BABYF,5/13/2024,3/31/2024,,USD
BAC,Bank Of America Corp,4/16/2024,3/31/2024,0.72,USD
BACK,IMAC Holdings Inc,3/29/2024,12/31/2023,-0.73,USD
BACK,IMAC Holdings Inc,5/7/2024,3/31/2024,,USD
BALL,Ball Corp,5/2/2024,3/31/2024,0.57,USD
BALY,Ballys Corporation,5/7/2024,3/31/2024,-0.1697,USD
BANC,Banc of California Inc,4/18/2024,3/31/2024,0.28,USD
BANC-PF,BANC-PF,4/18/2024,3/31/2024,0.23,USD
BAND,Bandwidth Inc - Class A,2/28/2024,12/31/2023,0.23,USD
BAND,Bandwidth Inc - Class A,4/30/2024,3/31/2024,0.2123,USD
BANF,Bancfirst Corp,4/23/2024,3/31/2024,1.39,USD
BANR,Banner Corp,4/17/2024,3/31/2024,1.13,USD
BANX,ArrowMark Financial Corp,2/22/2024,12/31/2023,0.58,USD
BASE,Couchbase Inc,3/5/2024,1/31/2024,-0.14,USD
BATL,Battalion Oil Corp (New),3/28/2024,12/31/2023,,USD
BATL,Battalion Oil Corp (New),5/13/2024,3/31/2024,0.07,USD
BATRA,Atlanta Braves Holdings Inc - Class A,2/28/2024,12/31/2023,-0.3433,USD
BATRK,Atlanta Braves Holdings Inc - Class C,2/28/2024,12/31/2023,-0.3433,USD
BAX,Baxter International Inc,4/25/2024,3/31/2024,0.61,USD
BB,BlackBerry Ltd,3/4/2024,2/29/2024,-0.03,USD
BBAI,BigBear.ai Inc,3/12/2024,12/31/2023,-0.05,USD
BBAI,BigBear.ai Inc,5/8/2024,3/31/2024,-0.065,USD
BBAL,BBAL,2/28/2024,12/31/2023,0,USD
BBBMF,BBBMF,4/18/2024,2/29/2024,,USD
BBBT,BBBT,5/6/2024,3/31/2024,,USD
BBBY,BBBY,4/9/2024,2/29/2024,,USD
BBBYQ,BBBYQ,4/9/2024,2/29/2024,,USD
BBDC,Barings BDC Inc,5/2/2024,3/31/2024,0.3,USD
BBGI,Beasley Broadcast Group Inc - Class A,4/24/2024,3/31/2024,-0.14,USD
BBI,BBI,3/20/2024,12/31/2023,-1.51,USD
BBI,BBI,5/9/2024,3/31/2024,-1.69,USD
BBIG,BBIG,4/8/2024,3/31/2024,,USD
BBIO,BridgeBio Pharma Inc,5/2/2024,3/31/2024,-0.9169,USD
BBLG,Bone Biologics Corp,3/18/2024,12/31/2023,-5.6,USD
BBLG,Bone Biologics Corp,5/6/2024,3/31/2024,,USD
BBLNF,BBLNF,3/7/2024,12/31/2023,-1.48,USD
BBLNF,BBLNF,5/9/2024,3/31/2024,-3.08,USD
BBSI,Barrett Business Services Inc,2/28/2024,12/31/2023,1.9,USD
BBSI,Barrett Business Services Inc,5/1/2024,3/31/2024,0.085,USD
BBSRF,BBSRF,3/7/2024,12/31/2023,,USD
BBSRF,BBSRF,4/30/2024,3/31/2024,,USD
BBTVF,BBTVF,3/6/2024,12/31/2023,,USD
BBTVF,BBTVF,5/10/2024,3/31/2024,,USD
BBU,Brookfield Business Partners L.P.,5/1/2024,3/31/2024,-0.3235,USD
BBW,Build A Bear Workshop Inc,3/7/2024,1/31/2024,1.32,USD
BBW,Build A Bear Workshop Inc,5/21/2024,4/30/2024,1.03,USD
BBWI,Bath & Body Works Inc,2/29/2024,1/31/2024,1.87,USD
BBWI,Bath & Body Works Inc,5/16/2024,4/30/2024,0.3817,USD
BBXIA,BBXIA,3/13/2024,12/31/2023,,USD
BBXIA,BBXIA,5/8/2024,3/31/2024,,USD
BBY,Best Buy Co. Inc,2/29/2024,1/31/2024,2.51,USD
BC,Brunswick Corp,4/25/2024,3/31/2024,1.34,USD
BCAB,BioAtla Inc,3/21/2024,12/31/2023,-0.79,USD
BCAB,BioAtla Inc,5/9/2024,3/31/2024,-0.5975,USD
BCAL,Southern Calif Bancorp,4/24/2024,3/31/2024,0.27,USD
BCBP,BCB Bancorp Inc (NJ),4/16/2024,3/31/2024,0.34,USD
BCC,Boise Cascade Company,5/2/2024,3/31/2024,2.39,USD
BCDA,BioCardia Inc,3/27/2024,12/31/2023,-0.11,USD
BCDA,BioCardia Inc,5/8/2024,3/31/2024,-0.2,USD
BCEKF,BCEKF,4/19/2024,3/31/2024,0.0221,USD
BCEL,Atreca Inc - Class A,3/27/2024,12/31/2023,-0.35,USD
BCEL,Atreca Inc - Class A,5/8/2024,3/31/2024,-0.2597,USD
BCLI,Brainstorm Cell Therapeutics Inc,3/28/2024,12/31/2023,-0.13,USD
BCLI,Brainstorm Cell Therapeutics Inc,5/13/2024,3/31/2024,,USD
BCML,BayCom Corp,4/18/2024,3/31/2024,0.55,USD
BCO,Brink`s Company,2/29/2024,12/31/2023,2.53,USD
BCO,Brink`s Company,5/8/2024,3/31/2024,1.41,USD
BCOV,Brightcove Inc,2/22/2024,12/31/2023,0.01,USD
BCOV,Brightcove Inc,5/1/2024,3/31/2024,0.025,USD
BCOW,1895 Bancorp of Wisconsin Inc,3/28/2024,12/31/2023,,USD
BCOW,1895 Bancorp of Wisconsin Inc,5/10/2024,3/31/2024,,USD
BCPC,Balchem Corp,4/26/2024,3/31/2024,1.01,USD
BCRD,BCRD,4/29/2024,3/31/2024,,USD
BCRX,Biocryst Pharmaceuticals Inc,2/26/2024,12/31/2023,-0.24,USD
BCRX,Biocryst Pharmaceuticals Inc,5/1/2024,3/31/2024,-0.16,USD
BCSF,Bain Capital Specialty Finance Inc,2/27/2024,12/31/2023,0.53,USD
BCSF,Bain Capital Specialty Finance Inc,5/7/2024,3/31/2024,0.5071,USD
BCTF,BCTF,3/31/2024,12/31/2023,,USD
BCTF,BCTF,4/26/2024,3/31/2024,,USD
BCTX,BriaCell Therapeutics Corp - New,3/11/2024,1/31/2024,-0.2,USD
BCYC,Bicycle Therapeutics Plc,5/2/2024,3/31/2024,-1.25,USD
BDC,Belden Inc,5/1/2024,3/31/2024,1.06,USD
BDCO,BDCO,2/28/2024,12/31/2023,0,USD
BDCO,BDCO,5/14/2024,3/31/2024,0,USD
BDCTF,BDCTF,4/10/2024,3/31/2024,,USD
BDL,Flanigan`s Enterprises Inc,5/15/2024,3/31/2024,,USD
BDN,Brandywine Realty Trust,4/17/2024,3/31/2024,-0.07,USD
BDRBF,BDRBF,4/25/2024,3/31/2024,0.27,USD
BDRL,BDRL,4/15/2024,3/31/2024,,USD
BDSX,Biodesix Inc,3/1/2024,12/31/2023,-0.11,USD
BDSX,Biodesix Inc,5/9/2024,3/31/2024,-0.1428,USD
BDTX,Black Diamond Therapeutics Inc,3/7/2024,12/31/2023,-0.47,USD
BDTX,Black Diamond Therapeutics Inc,5/7/2024,3/31/2024,-0.5175,USD
BDX,Becton Dickinson & Company,5/2/2024,3/31/2024,2.96,USD
BE,Bloom Energy Corp - Class A,5/7/2024,3/31/2024,-0.1,USD
BEAM,Beam Therapeutics Inc,2/26/2024,12/31/2023,-1.01,USD
BEAM,Beam Therapeutics Inc,5/8/2024,3/31/2024,-1.13,USD
BEAT,HeartBeam Inc,3/16/2024,12/31/2023,-0.13,USD
BEAT,HeartBeam Inc,5/11/2024,3/31/2024,-0.14,USD
BEBE,BEBE,5/14/2024,4/30/2024,0,USD
BECN,Beacon Roofing Supply Inc - Class A,2/27/2024,12/31/2023,1.66,USD
BECN,Beacon Roofing Supply Inc - Class A,5/2/2024,3/31/2024,0.6967,USD
BEEM,Beam Global,3/27/2024,12/31/2023,-0.36,USD
BEEM,Beam Global,5/13/2024,3/31/2024,-0.19,USD
BEGI,BEGI,4/6/2024,3/31/2024,,USD
BELFA,Bel Fuse Inc - Class A,4/10/2024,3/31/2024,1.16,USD
BELFB,Bel Fuse Inc - Class B,5/2/2024,3/31/2024,1.2,USD
BEN,Franklin Resources Inc,4/29/2024,3/31/2024,0.59,USD
BEP,Brookfield Renewable Partners LP,5/3/2024,3/31/2024,-0.1702,USD
BEPC,Brookfield Renewable Corporation - Class A - Class A (Sub Voting),5/3/2024,3/31/2024,-0.28,USD
BERY,Berry Global Group Inc,5/2/2024,3/31/2024,1.91,USD
BF-A,Brown-Forman Corp - Class A,3/6/2024,1/31/2024,0.5667,USD
BF-B,Brown-Forman Corp - Class B,3/6/2024,1/31/2024,0.57,USD
BFAM,Bright Horizons Family Solutions Inc,4/30/2024,3/31/2024,0.46,USD
BFC,Bank First Corp,4/16/2024,3/31/2024,1.53,USD
BFH,Bread Financial Holdings Inc,4/25/2024,3/31/2024,3.48,USD
BFI,BurgerFi International Inc,3/20/2024,2/29/2024,-0.17,USD
BFIN,Bankfinancial Corp,4/30/2024,3/31/2024,0.16,USD
BFK,BlackRock Municipal Income Trust,4/1/2024,1/31/2024,,USD
BFLY,Butterfly Network Inc - Class A,2/28/2024,12/31/2023,-0.13,USD
BFLY,Butterfly Network Inc - Class A,5/9/2024,3/31/2024,-0.1291,USD
BFNH,BFNH,2/28/2024,12/31/2023,0,USD
BFNH,BFNH,5/16/2024,3/31/2024,0,USD
BFRI,Biofrontera Inc,3/6/2024,12/31/2023,-0.98,USD
BFRI,Biofrontera Inc,5/12/2024,3/31/2024,,USD
BFS,Saul Centers Inc,2/29/2024,12/31/2023,,USD
BFS,Saul Centers Inc,5/2/2024,3/31/2024,,USD
BFST,Business First Bancshares Inc,4/25/2024,3/31/2024,0.57,USD
BFX,BFX HOSPITALITY GROUP INC,5/21/2024,3/31/2024,-0.17,USD
BG,Bunge Global SA,5/1/2024,3/31/2024,3.22,USD
BGAVF,BGAVF,3/19/2024,1/31/2024,,USD
BGC,BGC Group Inc - Class A,5/1/2024,3/31/2024,,USD
BGCP,BGCP,2/26/2024,12/31/2023,,USD
BGCP,BGCP,5/1/2024,3/31/2024,,USD
BGFV,Big 5 Sporting Goods Corp,2/27/2024,12/31/2023,-0.39,USD
BGFV,Big 5 Sporting Goods Corp,4/30/2024,3/31/2024,0.02,USD
BGMD,BGMD,2/28/2024,12/31/2023,0,USD
BGMD,BGMD,5/16/2024,3/31/2024,0,USD
BGNE,BeiGene Ltd,2/26/2024,12/31/2023,-3.45,USD
BGNE,BeiGene Ltd,5/2/2024,3/31/2024,-2.42,USD
BGR,Blackrock Energy & Resources Trust,3/4/2024,1/31/2024,,USD
BGRY,BGRY,3/27/2024,12/31/2023,,USD
BGRY,BGRY,5/9/2024,3/31/2024,,USD
BGS,B&G Foods Inc,2/27/2024,12/31/2023,0.29,USD
BGS,B&G Foods Inc,5/2/2024,3/31/2024,0.2351,USD
BGSF,BGSF Inc,3/6/2024,12/31/2023,0.08,USD
BGSF,BGSF Inc,5/8/2024,3/31/2024,0.11,USD
BH,Biglari Holdings Inc - Class B,2/26/2024,12/31/2023,0,USD
BH,Biglari Holdings Inc - Class B,5/3/2024,3/31/2024,0,USD
BH-A,Biglari Holdings Inc - Class A,2/23/2024,12/31/2023,,USD
BH-A,Biglari Holdings Inc - Class A,5/3/2024,3/31/2024,,USD
BHB,Bar Harbor Bankshares Inc,4/18/2024,3/31/2024,0.64,USD
BHC,Bausch Health Companies Inc,2/22/2024,12/31/2023,1.01,USD
BHC,Bausch Health Companies Inc,5/2/2024,3/31/2024,0.682,USD
BHE,Benchmark Electronics Inc,5/1/2024,3/31/2024,0.46,USD
BHF,Brighthouse Financial Inc,5/6/2024,3/31/2024,4.1,USD
BHG,BHG,3/1/2024,12/31/2023,-4.16,USD
BHG,BHG,5/9/2024,3/31/2024,,USD
BHIL,Benson Hill Inc,3/14/2024,12/31/2023,-0.16,USD
BHIL,Benson Hill Inc,5/8/2024,3/31/2024,-0.15,USD
BHLB,Berkshire Hills Bancorp Inc,4/18/2024,3/31/2024,0.47,USD
BHP,BHP Group Ltd,4/17/2024,3/31/2024,0,USD
BHPLF,BHPLF,4/17/2024,3/31/2024,0,USD
BHR,Braemar Hotels & Resorts Inc,2/29/2024,12/31/2023,-0.31,USD
BHR,Braemar Hotels & Resorts Inc,4/30/2024,3/31/2024,0.02,USD
BHVN,Biohaven Ltd,3/21/2024,12/31/2023,-1.42,USD
BHVN,Biohaven Ltd,5/10/2024,3/31/2024,-1.4,USD
BIAF,BioAffinity Technologies Inc,3/29/2024,12/31/2023,-0.2,USD
BIAF,BioAffinity Technologies Inc,5/13/2024,3/31/2024,-0.2,USD
BICX,BICX,3/29/2024,12/31/2023,,USD
BICX,BICX,5/13/2024,3/31/2024,,USD
BIEL,BIEL,4/14/2024,3/31/2024,,USD
BIG,Big Lots Inc,3/7/2024,1/31/2024,-0.23,USD
BIGC,BigCommerce Holdings Inc Series 1,2/22/2024,12/31/2023,0.05,USD
BIGC,BigCommerce Holdings Inc Series 1,5/2/2024,3/31/2024,0.0515,USD
BIIB,Biogen Inc,4/23/2024,3/31/2024,3.48,USD
BILL,BILL Holdings Inc,5/2/2024,3/31/2024,0.52,USD
BIMI,BIMI International Medical Inc,5/2/2024,3/31/2024,,USD
BIO,Bio-Rad Laboratories Inc - Class A,5/2/2024,3/31/2024,2.66,USD
BIO-B,Bio-Rad Laboratories Inc - Class B,4/25/2024,3/31/2024,2.99,USD
BIOC,BIOC,4/15/2024,3/31/2024,,USD
BIOCQ,BIOCQ,3/13/2024,12/31/2023,,USD
BIOCQ,BIOCQ,4/15/2024,3/31/2024,,USD
BIOF,BIOF,3/31/2024,12/31/2023,,USD
BIOF,BIOF,5/15/2024,3/31/2024,,USD
BIOL,Biolase Inc,5/9/2024,3/31/2024,,USD
BIOQ,BIOQ,4/19/2024,2/29/2024,,USD
BIOR,Biora Therapeutics Inc,3/28/2024,12/31/2023,-0.59,USD
BIOR,Biora Therapeutics Inc,5/13/2024,3/31/2024,,USD
BIOX,Bioceres Crop Solutions Corp,5/8/2024,3/31/2024,0.15,USD
BIP,Brookfield Infrastructure Partners L.P,5/1/2024,3/31/2024,0.21,USD
BIPC,Brookfield Infrastructure Corp - Class A (Subordinate Share),5/1/2024,3/31/2024,,USD
BIRD,Allbirds Inc Class A,3/12/2024,12/31/2023,-0.23,USD
BIRD,Allbirds Inc Class A,5/7/2024,3/31/2024,-0.1825,USD
BIRMF,BIRMF,4/3/2024,3/31/2024,,USD
BITF,Bitfarms Ltd,3/19/2024,12/31/2023,-0.03,USD
BITF,Bitfarms Ltd,5/13/2024,3/31/2024,-0.0279,USD
BIVI,BioVie Inc,5/8/2024,3/31/2024,-0.33,USD
BJ,BJ`s Wholesale Club Holdings Inc,3/7/2024,1/31/2024,1.06,USD
BJ,BJ`s Wholesale Club Holdings Inc,5/21/2024,4/30/2024,0.9312,USD
BJRI,BJ`s Restaurant Inc,4/25/2024,3/31/2024,0.16,USD
BK,Bank Of New York Mellon Corp,4/16/2024,3/31/2024,1.19,USD
BKCC,BlackRock Capital Investment Corp,3/5/2024,12/31/2023,0.12,USD
BKCC,BlackRock Capital Investment Corp,4/29/2024,3/31/2024,0.1195,USD
BKD,Brookdale Senior Living Inc,5/6/2024,3/31/2024,-0.15,USD
BKE,Buckle Inc,3/8/2024,1/31/2024,1.44,USD
BKESY,BKESY,5/16/2024,3/31/2024,0,USD
BKH,Black Hills Corporation,5/1/2024,3/31/2024,1.71,USD
BKI,BKI,2/26/2024,12/31/2023,,USD
BKI,BKI,5/2/2024,3/31/2024,,USD
BKKT,Bakkt Holdings Inc - Class A,5/9/2024,3/31/2024,-0.1582,USD
BKLIF,BKLIF,5/1/2024,3/31/2024,,USD
BKLLF,BKLLF,3/24/2024,12/31/2023,,USD
BKNG,Booking Holdings Inc,2/22/2024,12/31/2023,29.54,USD
BKNG,Booking Holdings Inc,5/2/2024,3/31/2024,11.45,USD
BKOR,BKOR,4/30/2024,3/31/2024,,USD
BKR,Baker Hughes Co - Class A,4/17/2024,3/31/2024,0.41,USD
BKRRF,BKRRF,2/22/2024,1/31/2024,,USD
BKSC,BKSC,4/9/2024,3/31/2024,,USD
BKSY,BlackSky Technology Inc - Class A,2/28/2024,12/31/2023,-0.08,USD
BKSY,BlackSky Technology Inc - Class A,5/8/2024,3/31/2024,-0.095,USD
BKTI,BK Technologies Corp,3/14/2024,12/31/2023,,USD
BKTI,BK Technologies Corp,5/2/2024,3/31/2024,,USD
BKU,BankUnited Inc,4/23/2024,3/31/2024,0.61,USD
BKUCF,BKUCF,4/18/2024,3/31/2024,,USD
BKUH,BKUH,3/10/2024,1/31/2024,,USD
BKYI,Bio-Key International Inc,3/29/2024,12/31/2023,-0.16,USD
BKYI,Bio-Key International Inc,5/13/2024,3/31/2024,,USD
BL,BlackLine Inc,5/2/2024,3/31/2024,0.47,USD
BLBD,Blue Bird Corp,5/9/2024,3/31/2024,0.48,USD
BLBX,Blackboxstocks Inc,4/12/2024,3/31/2024,,USD
BLCM,BLCM,3/29/2024,12/31/2023,-0.04,USD
BLCM,BLCM,5/9/2024,3/31/2024,,USD
BLCO,Bausch + Lomb Corp,5/1/2024,3/31/2024,0.0931,USD
BLD,TopBuild Corp,2/28/2024,12/31/2023,4.63,USD
BLD,TopBuild Corp,5/2/2024,3/31/2024,4.58,USD
BLDE,Blade Air Mobility Inc - Class A,3/12/2024,12/31/2023,-0.13,USD
BLDE,Blade Air Mobility Inc - Class A,5/9/2024,3/31/2024,-0.16,USD
BLDP,Ballard Power Systems Inc,3/15/2024,12/31/2023,-0.13,USD
BLDP,Ballard Power Systems Inc,5/8/2024,3/31/2024,-0.1326,USD
BLDR,Builders Firstsource Inc,2/22/2024,12/31/2023,2.54,USD
BLDR,Builders Firstsource Inc,5/1/2024,3/31/2024,2.38,USD
BLFS,Biolife Solutions Inc,2/29/2024,12/31/2023,-0.34,USD
BLFS,Biolife Solutions Inc,5/8/2024,3/31/2024,-0.37,USD
BLFY,Blue Foundry Bancorp,4/26/2024,3/31/2024,-0.21,USD
BLGO,BLGO,3/28/2024,12/31/2023,0,USD
BLGO,BLGO,4/1/2024,3/31/2024,,USD
BLIAQ,BLIAQ,2/22/2024,12/31/2023,0,USD
BLIAQ,BLIAQ,5/17/2024,3/31/2024,0,USD
BLIBQ,BLIBQ,2/22/2024,1/31/2024,0,USD
BLIBQ,BLIBQ,5/17/2024,4/30/2024,0,USD
BLIN,Bridgeline Digital Inc,5/13/2024,3/31/2024,-0.02,USD
BLK,Blackrock Inc,4/12/2024,3/31/2024,9.1,USD
BLKB,Blackbaud Inc,5/1/2024,3/31/2024,0.93,USD
BLKLF,BLKLF,3/14/2024,1/31/2024,,USD
BLMN,Bloomin Brands Inc,2/23/2024,12/31/2023,0.69,USD
BLMN,Bloomin Brands Inc,4/26/2024,3/31/2024,0.9366,USD
BLNC,BLNC,2/22/2024,12/31/2023,,USD
BLNC,BLNC,5/10/2024,3/31/2024,,USD
BLND,Blend Labs Inc - Class A,3/15/2024,12/31/2023,-0.09,USD
BLND,Blend Labs Inc - Class A,5/7/2024,3/31/2024,-0.0703,USD
BLNK,Blink Charging Company,5/7/2024,3/31/2024,-0.4697,USD
BLONF,BLONF,4/27/2024,3/31/2024,,USD
BLPG,BLPG,3/11/2024,12/31/2023,,USD
BLPG,BLPG,5/13/2024,3/31/2024,,USD
BLPH,Bellerophon Therapeutics Inc,3/29/2024,12/31/2023,-0.42,USD
BLPH,Bellerophon Therapeutics Inc,5/13/2024,3/31/2024,,USD
BLRX,Bioline Rx Ltd,3/14/2024,12/31/2023,-0.2,USD
BLRX,Bioline Rx Ltd,5/22/2024,3/31/2024,-0.16,USD
BLTE,Belite Bio Inc,3/29/2024,12/31/2023,-0.3,USD
BLTE,Belite Bio Inc,5/8/2024,3/31/2024,-0.25,USD
BLU,BLU,3/19/2024,12/31/2023,,USD
BLU,BLU,5/10/2024,3/31/2024,,USD
BLUE,Bluebird bio Inc,3/27/2024,12/31/2023,-0.66,USD
BLUE,Bluebird bio Inc,5/7/2024,3/31/2024,-0.5339,USD
BLX,Banco Latinoamericano De Comercio Exterior SA - Class E,2/22/2024,12/31/2023,1.2,USD
BLX,Banco Latinoamericano De Comercio Exterior SA - Class E,4/16/2024,3/31/2024,1.14,USD
BLZE,Backblaze Inc - Class A,5/7/2024,3/31/2024,-0.3,USD
BMBL,Bumble Inc - Class A,2/27/2024,12/31/2023,0.11,USD
BMBL,Bumble Inc - Class A,5/2/2024,3/31/2024,0.0925,USD
BMEA,Biomea Fusion Inc,2/26/2024,12/31/2023,-0.8576,USD
BMEA,Biomea Fusion Inc,5/13/2024,3/31/2024,-0.91,USD
BMI,Badger Meter Inc,4/18/2024,3/31/2024,0.82,USD
BMMJ,BMMJ,3/21/2024,1/31/2024,,USD
BMNM,BMNM,3/7/2024,12/31/2023,,USD
BMNM,BMNM,5/9/2024,3/31/2024,,USD
BMRA,Biomerica Inc,4/12/2024,2/29/2024,,USD
BMRC,Bank of Marin Bancorp,4/22/2024,3/31/2024,0.26,USD
BMRN,Biomarin Pharmaceutical Inc,2/22/2024,12/31/2023,0.23,USD
BMRN,Biomarin Pharmaceutical Inc,4/24/2024,3/31/2024,0.4186,USD
BMTLF,BMTLF,4/24/2024,3/31/2024,,USD
BMTM,BMTM,3/27/2024,12/31/2023,,USD
BMTM,BMTM,5/9/2024,3/31/2024,,USD
BMTX,BM Technologies Inc - Class A,3/25/2024,12/31/2023,-0.25,USD
BMTX,BM Technologies Inc - Class A,5/20/2024,3/31/2024,-0.115,USD
BMXI,BMXI,5/1/2024,2/29/2024,0.05,USD
BMY,Bristol-Myers Squibb Company,4/25/2024,3/31/2024,1.57,USD
BN,Brookfield Corporation - Class A,5/9/2024,3/31/2024,1.1,USD
BNCC,BNCC,4/30/2024,3/31/2024,,USD
BNED,Barnes & Noble Education Inc,3/7/2024,1/31/2024,0.01,USD
BNET,BNET,5/10/2024,3/31/2024,-0.02,USD
BNGO,Bionano Genomics Inc,3/7/2024,12/31/2023,-0.87,USD
BNGO,Bionano Genomics Inc,5/7/2024,3/31/2024,,USD
BNL,Broadstone Net Lease Inc,5/1/2024,3/31/2024,0.17,USD
BNRE,Brookfield Reinsurance Ltd (Exchangeable Shares Sub Voting) - Class A,5/9/2024,3/31/2024,0,USD
BNSO,BNSO,3/29/2024,12/31/2023,,USD
BNSOF,BNSOF,3/29/2024,12/31/2023,,USD
BNTC,Benitec Biopharma Inc,5/13/2024,3/31/2024,-0.78,USD
BOAC,BOAC,3/18/2024,12/31/2023,,USD
BOAC,BOAC,5/6/2024,3/31/2024,,USD
BOC,Boston Omaha Corp - Class A,3/22/2024,12/31/2023,-0.03,USD
BOC,Boston Omaha Corp - Class A,5/10/2024,3/31/2024,,USD
BODY,Beachbody Company Inc (The) - Class A,3/11/2024,12/31/2023,-3.12,USD
BODY,Beachbody Company Inc (The) - Class A,5/6/2024,3/31/2024,,USD
BOH,Bank of Hawaii Corp,4/22/2024,3/31/2024,0.87,USD
BOID,BOID,4/25/2024,3/31/2024,,USD
BOKF,BOK Financial Corp,4/24/2024,3/31/2024,1.74,USD
BOLT,Bolt Biotherapeutics Inc,3/27/2024,12/31/2023,-0.48,USD
BOLT,Bolt Biotherapeutics Inc,5/9/2024,3/31/2024,-0.53,USD
BONTQ,BONTQ,5/16/2024,4/30/2024,0,USD
BOOM,DMC Global Inc,2/22/2024,12/31/2023,0.34,USD
BOOM,DMC Global Inc,5/2/2024,3/31/2024,0.4133,USD
BOOT,Boot Barn Holdings Inc,5/15/2024,3/31/2024,0.9,USD
BORR,Borr Drilling Ltd,2/22/2024,12/31/2023,0.0578,USD
BORT,BORT,4/1/2024,3/31/2024,,USD
BOSC,B.O.S. Better Online Solutions,3/28/2024,12/31/2023,,USD
BOTJ,Bank of James Financial Group Inc,4/19/2024,3/31/2024,,USD
BOTRF,BOTRF,2/27/2024,12/31/2023,0,USD
BOTRF,BOTRF,5/15/2024,3/31/2024,0,USD
BOWL,Bowlero Corp - Class A,5/17/2024,3/31/2024,0.27,USD
BOX,Box Inc - Class A,3/5/2024,1/31/2024,0.38,USD
BOXL,Boxlight Corporation - Class A,3/13/2024,12/31/2023,-0.63,USD
BOXL,Boxlight Corporation - Class A,5/8/2024,3/31/2024,,USD
BP,BP plc,5/7/2024,3/31/2024,1.02,USD
BPCP,BPCP,3/20/2024,12/31/2023,,USD
BPMC,Blueprint Medicines Corp,5/2/2024,3/31/2024,-1.67,USD
BPOP,Popular Inc,4/24/2024,3/31/2024,1.89,USD
BPT,BP Prudhoe Bay Royalty Trust,3/13/2024,12/31/2023,,USD
BPT,BP Prudhoe Bay Royalty Trust,5/8/2024,3/31/2024,,USD
BPTH,Bio-Path Holdings Inc,3/29/2024,12/31/2023,-0.27,USD
BPTH,Bio-Path Holdings Inc,5/10/2024,3/31/2024,-0.24,USD
BR,Broadridge Financial Solutions Inc,4/30/2024,3/31/2024,2.24,USD
BRBR,Bellring Brands Inc,5/2/2024,3/31/2024,0.3305,USD
BRBS,Blue Ridge Bankshares Inc (VA),4/25/2024,3/31/2024,,USD
BRBW,BRBW,4/24/2024,3/31/2024,,USD
BRC,Brady Corp - Class A,2/22/2024,1/31/2024,0.93,USD
BRC,Brady Corp - Class A,5/16/2024,4/30/2024,1.06,USD
BRCC,BRC Inc - Class A,3/13/2024,12/31/2023,-0.0057,USD
BRCC,BRC Inc - Class A,5/9/2024,3/31/2024,-0.0483,USD
BRDG,Bridge Investment Group Holdings Inc - Class A,5/6/2024,3/31/2024,0.1995,USD
BRDS,BRDS,3/8/2024,12/31/2023,,USD
BRDS,BRDS,5/9/2024,3/31/2024,,USD
BRDSQ,BRDSQ,3/8/2024,12/31/2023,,USD
