symbol,name,reportDate,fiscalDateEnding,estimate,currency
MILFF,MILFF,2024-05-01,2024-02-29,,CAD
MIMO,Airspan Networks Holdings Inc,2024-03-14,2023-12-31,,USD
MIMO,Airspan Networks Holdings Inc,2024-05-08,2024-03-31,-0.24,USD
MIND,MIND Technology Inc,2024-04-17,2024-01-31,0.48,USD
MIR,Mirion Technologies Inc - Class A,2024-05-01,2024-03-31,0.06,USD
MIRA,Mira Pharmaceuticals Inc,2024-02-28,2023-12-31,-0.23,USD
MIRM,Mirum Pharmaceuticals Inc,2024-03-06,2023-12-31,-0.24,USD
MIRM,Mirum Pharmaceuticals Inc,2024-05-02,2024-03-31,-0.2114,USD
MIRO,MIRO,2024-03-29,2023-12-31,-0.21,USD
MIRO,MIRO,2024-05-09,2024-03-31,,USD
MIST,Milestone Pharmaceuticals Inc,2024-03-27,2023-12-31,-0.34,USD
MIST,Milestone Pharmaceuticals Inc,2024-05-09,2024-03-31,-0.39,USD
MISVF,MISVF,2024-03-25,2023-12-31,0,CAD
MISVF,MISVF,2024-05-10,2024-03-31,0,CAD
MITEY,MITEY,2024-05-15,2024-03-31,0.3707,JPY
MITSY,MITSY,2024-05-01,2024-03-31,20.9,JPY
MITT,AG Mortgage Investment Trust Inc,2024-02-22,2023-12-31,0.15,USD
MITT,AG Mortgage Investment Trust Inc,2024-05-03,2024-03-31,0.145,USD
MJDLF,MJDLF,2024-02-29,2024-01-31,,CAD
MJGCF,MJGCF,2024-04-26,2024-03-31,,USD
MJNA,MJNA,2024-04-03,2024-03-31,,USD
MJNE,MJNE,2024-02-22,2023-12-31,,USD
MJNE,MJNE,2024-05-15,2024-03-31,,USD
MKC,McCormick & Co. Inc (Non Voting),2024-03-26,2024-02-29,0.58,USD
MKDTY,MKDTY,2024-03-28,2023-12-31,0,CNY
MKFG,Markforged Holding Corporation,2024-03-07,2023-12-31,-0.07,USD
MKFG,Markforged Holding Corporation,2024-05-09,2024-03-31,-0.0667,USD
MKKGY,MKKGY,2024-03-07,2023-12-31,0.4216,EUR
MKKGY,MKKGY,2024-05-15,2024-03-31,0,EUR
MKL,Markel Group Inc,2024-04-24,2024-03-31,18.4,USD
MKNGF,MKNGF,2024-04-29,2024-03-31,,USD
MKSEF,MKSEF,2024-04-22,2024-03-31,,CAD
MKSI,MKS Instruments Inc,2024-05-01,2024-03-31,0.75,USD
MKTAY,MKTAY,2024-04-25,2024-03-31,0.2366,JPY
MKTW,Marketwise Inc - Class A,2024-03-25,2023-12-31,0.05,USD
MKTW,Marketwise Inc - Class A,2024-05-08,2024-03-31,0.0442,USD
MKTX,MarketAxess Holdings Inc,2024-04-24,2024-03-31,1.85,USD
MKUL,MKUL,2024-02-28,2023-12-31,-0.34,USD
MKULQ,MKULQ,2024-02-28,2023-12-31,-0.34,USD
MKULQ,MKULQ,2024-05-14,2024-03-31,0,USD
ML,MoneyLion Inc - Class A,2024-03-07,2023-12-31,-0.43,USD
ML,MoneyLion Inc - Class A,2024-05-07,2024-03-31,,USD
MLCO,Melco Resorts & Entertainment Ltd,2024-02-28,2023-12-31,0.04,USD
MLCO,Melco Resorts & Entertainment Ltd,2024-05-08,2024-03-31,0.1215,USD
MLCT,MLCT,2024-03-31,2023-12-31,,USD
MLCT,MLCT,2024-05-15,2024-03-31,,USD
MLFNF,MLFNF,2024-02-22,2023-12-31,,CAD
MLFNF,MLFNF,2024-05-09,2024-03-31,,CAD
MLI,Mueller Industries Inc,2024-04-23,2024-03-31,1.05,USD
MLKN,MillerKnoll Inc,2024-03-20,2024-02-29,0.44,USD
MLLGF,MLLGF,2024-04-25,2024-03-31,,USD
MLM,Martin Marietta Materials Inc,2024-05-02,2024-03-31,1.89,USD
MLNK,MeridianLink Inc,2024-05-13,2024-03-31,0.066,USD
MLP,Maui Land & Pineapple Co. Inc,2024-03-21,2023-12-31,,USD
MLP,Maui Land & Pineapple Co. Inc,2024-05-09,2024-03-31,,USD
MLR,Miller Industries Inc,2024-05-01,2024-03-31,,USD
MLRT,MLRT,2024-02-28,2023-12-31,0,USD
MLRT,MLRT,2024-05-15,2024-03-31,0,USD
MLRYY,MLRYY,2024-03-14,2023-12-31,,RUB
MLSS,Milestone Scientific Inc,2024-03-29,2023-12-31,,USD
MLSS,Milestone Scientific Inc,2024-05-09,2024-03-31,-0.01,USD
MLTX,MoonLake Immunotherapeutics - Class A,2024-03-20,2023-12-31,-0.23,USD
MLTX,MoonLake Immunotherapeutics - Class A,2024-05-12,2024-03-31,-0.2949,USD
MLVF,MLVF,2024-05-10,2024-03-31,,USD
MLYS,Mineralys Therapeutics Inc,2024-03-13,2023-12-31,-0.83,USD
MLYS,Mineralys Therapeutics Inc,2024-05-13,2024-03-31,-0.72,USD
MMAT,Meta Materials Inc,2024-05-10,2024-03-31,-0.03,CAD
MMC,Marsh & McLennan Cos. Inc,2024-04-18,2024-03-31,2.8,USD
MMI,Marcus & Millichap Inc,2024-05-03,2024-03-31,-0.14,USD
MMIRF,MMIRF,2024-04-02,2024-01-31,,CAD
MMLP,Martin Midstream Partners LP,2024-04-17,2024-03-31,0.03,USD
MMM,3M Company,2024-04-23,2024-03-31,1.93,USD
MMMB,MMMB,2024-04-24,2024-01-31,,USD
MMMM,MMMM,2024-04-15,2024-03-31,,USD
MMND,MMND,2024-05-13,2024-03-31,,USD
MMP,MMP,2024-05-02,2024-03-31,,USD
MMS,Maximus Inc,2024-05-01,2024-03-31,1.03,USD
MMSI,Merit Medical Systems Inc,2024-02-28,2023-12-31,0.76,USD
MMSI,Merit Medical Systems Inc,2024-04-24,2024-03-31,0.6941,USD
MMTMF,MMTMF,2024-02-28,2023-12-31,,USD
MMYT,MakeMyTrip Ltd,2024-05-14,2024-03-31,0.2,USD
MNARF,MNARF,2024-04-23,2024-03-31,,USD
MNDJF,MNDJF,2024-02-22,2023-12-31,0.08,USD
MNDJF,MNDJF,2024-05-08,2024-03-31,0.11,USD
MNDO,Mind C.T.I Ltd,2024-03-06,2023-12-31,,USD
MNDO,Mind C.T.I Ltd,2024-05-08,2024-03-31,,USD
MNDY,Monday.Com Ltd,2024-05-13,2024-03-31,0.41,USD
MNK,MNK,2024-03-19,2023-12-31,,USD
MNKA,MNKA,2024-03-29,2023-12-31,,USD
MNKA,MNKA,2024-05-16,2024-03-31,,USD
MNKD,Mannkind Corp,2024-02-27,2023-12-31,0.01,USD
MNKD,Mannkind Corp,2024-05-07,2024-03-31,0.01,USD
MNKTQ,MNKTQ,2024-03-19,2023-12-31,,USD
MNMB,MNMB,2024-04-19,2024-03-31,,USD
MNMD,Mind Medicine Inc,2024-03-07,2023-12-31,-0.46,USD
MNMD,Mind Medicine Inc,2024-05-02,2024-03-31,-0.545,USD
MNOV,Medicinova Inc,2024-05-09,2024-03-31,,USD
MNPR,Monopar Therapeutics Inc,2024-03-21,2023-12-31,-0.15,USD
MNPR,Monopar Therapeutics Inc,2024-05-09,2024-03-31,-0.17,USD
MNR,Mach Natural Resources LP,2024-02-28,2023-12-31,0.93,USD
MNRO,Monro Inc,2024-05-16,2024-03-31,0.3,USD
MNSB,MainStreet Bancshares Inc,2024-04-15,2024-03-31,0.58,USD
MNSO,MINISO Group Holding Ltd,2024-02-26,2023-12-31,0.26,CNY
MNSO,MINISO Group Holding Ltd,2024-05-14,2024-03-31,1.77,CNY
MNST,Monster Beverage Corp,2024-02-26,2023-12-31,0.38,USD
MNST,Monster Beverage Corp,2024-05-02,2024-03-31,0.423,USD
MNTK,Montauk Renewables Inc,2024-03-14,2023-12-31,0.08,USD
MNTK,Montauk Renewables Inc,2024-05-08,2024-03-31,0.0599,USD
MNTN,Everest Consolidator Acquisition Corp - Class A,2024-03-26,2023-12-31,,USD
MNTS,Momentus Inc - Class A,2024-03-05,2023-12-31,-2.21,USD
MNTS,Momentus Inc - Class A,2024-05-09,2024-03-31,,USD
MNTUF,MNTUF,2024-04-19,2024-03-31,,CAD
MNTV,MNTV,2024-05-02,2024-03-31,,USD
MNTX,Manitex International Inc,2024-02-29,2023-12-31,0.14,USD
MNTX,Manitex International Inc,2024-05-02,2024-03-31,0.07,USD
MO,Altria Group Inc,2024-04-25,2024-03-31,1.07,USD
MOBQ,MOBQ,2024-03-29,2023-12-31,,USD
MOD,Modine Manufacturing Company,2024-05-22,2024-03-31,0.75,USD
MODG,Topgolf Callaway Brands Corp,2024-05-07,2024-03-31,0.13,USD
MODN,Model N Inc,2024-05-07,2024-03-31,0.27,USD
MODV,ModivCare Inc,2024-02-22,2023-12-31,1.28,USD
MODV,ModivCare Inc,2024-05-02,2024-03-31,1.6,USD
MODVF,MODVF,2024-03-14,2023-12-31,,CAD
MODVF,MODVF,2024-05-08,2024-03-31,,CAD
MOFG,MidWestOne Financial Group Inc,2024-04-25,2024-03-31,0.41,USD
MOG-A,Moog Inc - Class A,2024-04-26,2024-03-31,1.69,USD
MOG-B,Moog Inc - Class B,2024-04-26,2024-03-31,1.69,USD
MOGO,Mogo Inc (Sub Voting),2024-03-21,2023-12-31,-0.09,CAD
MOGO,Mogo Inc (Sub Voting),2024-05-09,2024-03-31,,CAD
MOGU,MOGU Inc,2024-03-01,2023-12-31,,CNY
MOH,Molina Healthcare Inc,2024-04-24,2024-03-31,5.55,USD
MOJO,MOJO,2024-03-31,2023-12-31,,USD
MOJO,MOJO,2024-04-24,2024-03-31,,USD
MOMO,Hello Group Inc,2024-03-14,2023-12-31,0.35,CNY
MOND,Mondee Holdings Inc - Class A,2024-02-27,2023-12-31,-0.095,USD
MOND,Mondee Holdings Inc - Class A,2024-05-13,2024-03-31,-0.0825,USD
MONTF,MONTF,2024-04-29,2024-03-31,,USD
MOOIF,MOOIF,2024-04-29,2024-03-31,,CAD
MOR,Morphosys AG,2024-03-13,2023-12-31,-0.5072,EUR
MOR,Morphosys AG,2024-04-29,2024-03-31,-0.4344,EUR
MORF,Morphic Holding Inc,2024-04-23,2024-03-31,-0.9383,USD
MORN,Morningstar Inc,2024-02-22,2023-12-31,,USD
MORN,Morningstar Inc,2024-04-24,2024-03-31,,USD
MOS,Mosaic Company,2024-05-01,2024-03-31,0.8732,USD
MOSTQ,MOSTQ,2024-03-27,2023-12-31,0,USD
MOSTQ,MOSTQ,2024-05-17,2024-03-31,0,USD
MOTND,MOTND,2024-05-14,2024-03-31,,CAD
MOTNF,MOTNF,2024-05-14,2024-03-31,,USD
MOTS,Motus GI Holdings Inc,2024-03-29,2023-12-31,-4.39,USD
MOTS,Motus GI Holdings Inc,2024-05-08,2024-03-31,,USD
MOV,Movado Group Inc,2024-03-21,2024-01-31,0.39,USD
MP,MP Materials Corporation,2024-02-22,2023-12-31,-0.04,USD
MP,MP Materials Corporation,2024-05-02,2024-03-31,0.0374,USD
MPAD,MPAD,2024-04-09,2024-02-29,,USD
MPB,Mid Penn Bancorp Inc,2024-04-26,2024-03-31,0.61,USD
MPC,Marathon Petroleum Corp,2024-04-30,2024-03-31,1.87,USD
MPCFF,MPCFF,2024-03-06,2023-12-31,,PHP
MPCFF,MPCFF,2024-05-01,2024-03-31,,PHP
MPLN,MultiPlan Corp - Class A,2024-02-29,2023-12-31,-0.05,USD
MPLN,MultiPlan Corp - Class A,2024-05-02,2024-03-31,,USD
MPLX,MPLX LP,2024-04-30,2024-03-31,0.96,USD
MPNGF,MPNGF,2024-03-22,2023-12-31,0.0415,CNY
MPNGY,MPNGY,2024-03-22,2023-12-31,0.083,CNY
MPTI,M-tron Industries Inc,2024-02-28,2023-12-31,0.43,USD
MPU,Mega Matrix Corp,2024-03-29,2023-12-31,,USD
MPU,Mega Matrix Corp,2024-05-10,2024-03-31,,USD
MPVDF,MPVDF,2024-03-20,2023-12-31,0.0623,CAD
MPVDF,MPVDF,2024-05-07,2024-03-31,-0.0027,CAD
MPW,Medical Properties Trust Inc,2024-04-25,2024-03-31,0.2167,USD
MPWR,Monolithic Power System Inc,2024-05-02,2024-03-31,2.66,USD
MPX,Marine Products Corp,2024-04-24,2024-03-31,,USD
MQ,Marqeta Inc - Class A,2024-02-28,2023-12-31,-0.08,USD
MQ,Marqeta Inc - Class A,2024-05-08,2024-03-31,-0.0844,USD
MRAI,Marpai Inc Class A,2024-03-15,2023-12-31,,USD
MRAI,Marpai Inc Class A,2024-05-10,2024-03-31,,USD
MRAM,Everspin Technologies Inc,2024-02-28,2023-12-31,0.12,USD
MRAM,Everspin Technologies Inc,2024-05-01,2024-03-31,0.03,USD
MRBK,Meridian Corp,2024-04-30,2024-03-31,0.24,USD
MRC,MRC Global Inc,2024-05-06,2024-03-31,0.16,USD
MRCBF,MRCBF,2024-04-30,2024-03-31,,CAD
MRCC,Monroe Capital Corp,2024-03-11,2023-12-31,0.27,USD
MRCC,Monroe Capital Corp,2024-05-08,2024-03-31,0.274,USD
MRCR,MRCR,2024-03-28,2023-12-31,0,USD
MRCY,Mercury Systems Inc,2024-04-30,2024-03-31,-0.07,USD
MREO,Mereo Biopharma Group Plc,2024-03-26,2023-12-31,-0.02,GBP
MREO,Mereo Biopharma Group Plc,2024-05-21,2024-03-31,,GBP
MRETF,MRETF,2024-02-29,2023-12-31,,CAD
MRETF,MRETF,2024-05-02,2024-03-31,,CAD
MRIN,Marin Software Inc,2024-02-22,2023-12-31,,USD
MRIN,Marin Software Inc,2024-05-02,2024-03-31,,USD
MRK,Merck & Co Inc,2024-04-25,2024-03-31,1.91,USD
MRKR,Marker Therapeutics Inc,2024-03-20,2023-12-31,,USD
MRKR,Marker Therapeutics Inc,2024-05-13,2024-03-31,,USD
MRMD,MRMD,2024-03-06,2023-12-31,0.01,USD
MRMD,MRMD,2024-05-06,2024-03-31,,USD
MRNA,Moderna Inc,2024-02-22,2023-12-31,-0.97,USD
MRNA,Moderna Inc,2024-05-02,2024-03-31,-2.81,USD
MRNS,Marinus Pharmaceuticals Inc,2024-03-05,2023-12-31,-0.62,USD
MRNS,Marinus Pharmaceuticals Inc,2024-05-09,2024-03-31,-0.5838,USD
MRO,Marathon Oil Corporation,2024-05-01,2024-03-31,0.772,USD
MRSN,Mersana Therapeutics Inc,2024-02-28,2023-12-31,-0.21,USD
MRSN,Mersana Therapeutics Inc,2024-05-07,2024-03-31,-0.1967,USD
MRTN,Marten Transport Ltd,2024-04-16,2024-03-31,0.15,USD
MRTX,Mirati Therapeutics Inc,2024-02-26,2023-12-31,-2.64,USD
MRTX,Mirati Therapeutics Inc,2024-05-07,2024-03-31,-2.58,USD
MRUS,Merus N.V,2024-02-26,2023-12-31,-0.74,USD
MRUS,Merus N.V,2024-05-02,2024-03-31,-0.7196,USD
MRVI,Maravai LifeSciences Holdings Inc - Class A,2024-02-22,2023-12-31,-0.01,USD
MRVI,Maravai LifeSciences Holdings Inc - Class A,2024-05-06,2024-03-31,-0.001,USD
MRVL,Marvell Technology Inc,2024-03-07,2024-01-31,0.46,USD
MRZM,MRZM,2024-03-24,2023-12-31,,USD
MRZM,MRZM,2024-05-15,2024-03-31,,USD
MS,Morgan Stanley,2024-04-16,2024-03-31,1.7,USD
MSA,MSA Safety Inc,2024-04-29,2024-03-31,1.56,USD
MSADY,MSADY,2024-05-17,2024-03-31,0.7334,JPY
MSB,Mesabi Trust,2024-04-22,2024-01-31,,USD
MSBHF,MSBHF,2024-05-07,2024-03-31,0.6073,JPY
MSBI,Midland States Bancorp Inc,2024-04-25,2024-03-31,0.73,USD
MSC,Studio City International Holdings Ltd,2024-02-28,2023-12-31,,USD
MSC,Studio City International Holdings Ltd,2024-05-08,2024-03-31,,USD
MSCI,MSCI Inc,2024-04-23,2024-03-31,3.51,USD
MSEX,Middlesex Water Company,2024-02-22,2023-12-31,0.52,USD
MSEX,Middlesex Water Company,2024-04-29,2024-03-31,0.47,USD
MSFT,Microsoft Corporation,2024-04-23,2024-03-31,2.62,USD
MSGE,Madison Square Garden Entertainment Corp - Class A,2024-05-16,2024-03-31,0.27,USD
MSGM,Motorsport Games Inc - Class A,2024-03-22,2023-12-31,-1.74,USD
MSGM,Motorsport Games Inc - Class A,2024-05-09,2024-03-31,,USD
MSGS,Madison Square Garden Sports Corp - Class A,2024-05-02,2024-03-31,2.61,USD
MSI,Motorola Solutions Inc,2024-05-02,2024-03-31,2.53,USD
MSLPQ,MSLPQ,2024-02-28,2023-12-31,0,USD
MSLPQ,MSLPQ,2024-05-13,2024-03-31,0,USD
MSM,MSC Industrial Direct Co. Inc - Class A,2024-04-02,2024-02-29,1.16,USD
MSNVF,MSNVF,2024-02-22,2023-12-31,,USD
MSNVF,MSNVF,2024-04-30,2024-03-31,,USD
MSTR,Microstrategy Inc - Class A,2024-04-29,2024-03-31,0.24,USD
MSVB,MSVB,2024-04-26,2024-03-31,,USD
MSWV,MSWV,2024-05-01,2024-03-31,,USD
MT,ArcelorMittal,2024-05-02,2024-03-31,0.9072,USD
MTA,Metalla Royalty and Streaming Ltd,2024-03-29,2024-02-29,-0.02,CAD
MTAL,Metals Acquisition Ltd,2024-03-22,2023-12-31,0.22,USD
MTAL,Metals Acquisition Ltd,2024-05-01,2024-03-31,0.06,USD
MTB,M & T Bank Corp,2024-04-15,2024-03-31,3.14,USD
MTBL,Moatable Inc,2024-02-22,2023-12-31,,USD
MTBL,Moatable Inc,2024-05-05,2024-03-31,,USD
MTC,Mmtec Inc,2024-04-12,2024-03-31,,USD
MTCH,Match Group Inc - New,2024-04-30,2024-03-31,0.41,USD
MTD,Mettler-Toledo International Inc,2024-05-03,2024-03-31,7.6,USD
MTDR,Matador Resources Company,2024-04-23,2024-03-31,1.65,USD
MTEM,Molecular Templates Inc,2024-03-28,2023-12-31,-0.97,USD
MTEM,Molecular Templates Inc,2024-05-13,2024-03-31,,USD
MTEX,Mannatech Inc,2024-03-15,2023-12-31,,USD
MTEX,Mannatech Inc,2024-05-10,2024-03-31,,USD
MTG,MGIC Investment Corp,2024-05-01,2024-03-31,0.6,USD
MTH,Meritage Homes Corp,2024-04-24,2024-03-31,3.53,USD
MTLNF,MTLNF,2024-03-21,2023-12-31,,USD
MTLRF,MTLRF,2024-05-10,2024-03-31,,CAD
MTLS,Materialise Nv,2024-04-25,2024-03-31,0.01,EUR
MTN,Vail Resorts Inc,2024-03-11,2024-01-31,5.98,USD
MTNB,Matinas Biopharma Holdings Inc,2024-03-13,2023-12-31,-0.03,USD
MTNB,Matinas Biopharma Holdings Inc,2024-05-08,2024-03-31,,USD
MTNOY,MTNOY,2024-03-07,2023-12-31,0,ZAR
MTNOY,MTNOY,2024-05-02,2024-03-31,0,ZAR
MTR,Mesa Royalty Trust,2024-03-11,2023-12-31,,USD
MTR,Mesa Royalty Trust,2024-05-13,2024-03-31,,USD
MTRAF,MTRAF,2024-04-17,2024-03-31,,CAD
MTRN,Materion Corp,2024-05-01,2024-03-31,1.39,USD
MTRX,Matrix Service Company,2024-05-06,2024-03-31,-0.13,USD
MTSI,MACOM Technology Solutions Holdings Inc,2024-05-02,2024-03-31,0.59,USD
MTST,MTST,2024-05-01,2024-02-29,0,USD
MTTCF,MTTCF,2024-04-18,2024-03-31,-0.001,USD
MTTR,Matterport Inc - Class A,2024-05-07,2024-03-31,-0.0486,USD
MTTRF,MTTRF,2024-03-06,2023-12-31,,USD
MTTRF,MTTRF,2024-05-09,2024-03-31,,USD
MTW,Manitowoc Co. Inc,2024-04-30,2024-03-31,0.19,USD
MTX,Minerals Technologies Inc,2024-04-25,2024-03-31,1.28,USD
MTYFF,MTYFF,2024-04-10,2024-02-29,,CAD
MTZ,Mastec Inc,2024-02-29,2023-12-31,0.44,USD
MTZ,Mastec Inc,2024-05-02,2024-03-31,-0.0414,USD
MU,Micron Technology Inc,2024-03-20,2024-02-29,-0.26,USD
MUEL,MUEL,2024-03-15,2023-12-31,,USD
MUEL,MUEL,2024-04-26,2024-03-31,,USD
MUFG,Mitsubishi UFJ Financial Group Inc,2024-05-13,2024-03-31,0.0882,JPY
MULG,MULG,2024-04-15,2024-03-31,,USD
MULN,Mullen Automotive Inc,2024-05-13,2024-03-31,,USD
MUNMF,MUNMF,2024-04-29,2024-03-31,,USD
MUR,Murphy Oil Corp,2024-05-01,2024-03-31,0.85,USD
MURGY,MURGY,2024-02-27,2023-12-31,0.7859,EUR
MURGY,MURGY,2024-05-08,2024-03-31,1,EUR
MUSA,Murphy USA Inc,2024-04-30,2024-03-31,4.91,USD
MUX,McEwen Mining Inc,2024-03-12,2023-12-31,-0.2,USD
MUX,McEwen Mining Inc,2024-05-06,2024-03-31,-0.27,USD
MVBF,MVB Financial Corp,2024-04-25,2024-03-31,0.39,USD
MVIS,Microvision Inc,2024-02-26,2023-12-31,-0.09,USD
MVIS,Microvision Inc,2024-05-07,2024-03-31,-0.08,USD
MVLY,MVLY,2024-04-29,2024-03-31,,USD
MVO,MV Oil Trust,2024-03-13,2023-12-31,,USD
MVO,MV Oil Trust,2024-05-09,2024-03-31,,USD
MVST,Microvast Holdings Inc,2024-03-14,2023-12-31,-0.07,USD
MVST,Microvast Holdings Inc,2024-05-07,2024-03-31,-0.01,USD
MWA,Mueller Water Products Inc - Series A,2024-05-06,2024-03-31,0.14,USD
MX,MagnaChip Semiconductor Corp,2024-02-28,2023-12-31,-0.26,USD
MX,MagnaChip Semiconductor Corp,2024-05-01,2024-03-31,-0.2167,USD
MXCT,MaxCyte Inc,2024-05-08,2024-03-31,-0.0762,USD
MXGFF,MXGFF,2024-03-14,2023-12-31,,CAD
MXGFF,MXGFF,2024-05-07,2024-03-31,,CAD
MXL,MaxLinear Inc,2024-04-24,2024-03-31,-0.18,USD
MYCOF,MYCOF,2024-03-29,2023-12-31,,CAD
MYCOF,MYCOF,2024-05-13,2024-03-31,,CAD
MYE,Myers Industries Inc,2024-03-05,2023-12-31,0.26,USD
MYE,Myers Industries Inc,2024-05-02,2024-03-31,0.25,USD
MYFW,First Western Financial Inc,2024-04-25,2024-03-31,0.23,USD
MYGN,Myriad Genetics Inc,2024-02-26,2023-12-31,0.01,USD
MYGN,Myriad Genetics Inc,2024-05-01,2024-03-31,-0.0245,USD
MYIDF,MYIDF,2024-04-04,2024-03-31,,CAD
MYMD,MyMD Pharmaceuticals Inc,2024-03-29,2023-12-31,,USD
MYMD,MyMD Pharmaceuticals Inc,2024-05-13,2024-03-31,,USD
MYNA,Mynaric AG,2024-04-25,2024-03-31,-1.24,EUR
MYND,Mynd.ai Inc,2024-03-29,2023-12-31,0.03,USD
MYND,Mynd.ai Inc,2024-04-28,2024-03-31,0.01,USD
MYNZ,Mainz Biomed N.V.,2024-03-06,2023-12-31,-0.3167,USD
MYNZ,Mainz Biomed N.V.,2024-04-08,2024-03-31,-0.25,USD
MYO,Myomo Inc,2024-03-11,2023-12-31,-0.06,USD
MYO,Myomo Inc,2024-05-08,2024-03-31,-0.068,USD
MYPS,PLAYSTUDIOS Inc - Class A,2024-02-22,2023-12-31,-0.0166,USD
MYPS,PLAYSTUDIOS Inc - Class A,2024-05-02,2024-03-31,-0.0003,USD
MYRG,MYR Group Inc,2024-02-28,2023-12-31,1.5,USD
MYRG,MYR Group Inc,2024-04-24,2024-03-31,1.32,USD
MYRX,MYRX,2024-05-10,2024-03-31,0,USD
MYTAY,MYTAY,2024-02-22,2023-12-31,0,HUF
MYTAY,MYTAY,2024-05-15,2024-03-31,0,HUF
MYTE,MYT Netherlands Parent BV,2024-05-08,2024-03-31,0.05,EUR
NAAS,Naas Technology Inc,2024-03-24,2023-12-31,,CNY
NAAS,Naas Technology Inc,2024-04-18,2024-03-31,,CNY
NABL,N-able Inc,2024-02-22,2023-12-31,0.08,USD
NABL,N-able Inc,2024-05-13,2024-03-31,0.082,USD
NABZY,NABZY,2024-05-02,2024-03-31,0,AUD
NACB,NACB,2024-04-24,2024-03-31,0,USD
NAII,Natural Alternatives International Inc,2024-05-13,2024-03-31,,USD
NAK,Northern Dynasty Minerals Ltd,2024-03-29,2023-12-31,-0.01,CAD
NAK,Northern Dynasty Minerals Ltd,2024-05-13,2024-03-31,-0.01,CAD
NAMS,NewAmsterdam Pharma Company NV,2024-03-29,2023-12-31,-0.6035,EUR
NAMS,NewAmsterdam Pharma Company NV,2024-05-06,2024-03-31,-0.6147,EUR
NANX,NANX,2024-03-27,2023-12-31,,USD
NANX,NANX,2024-05-09,2024-03-31,,USD
NAOV,NanoVibronix Inc,2024-04-15,2024-03-31,,USD
NAPA,Duckhorn Portfolio Inc (The),2024-03-06,2024-01-31,0.18,USD
NARI,Inari Medical Inc,2024-02-28,2023-12-31,0.01,USD
NARI,Inari Medical Inc,2024-05-01,2024-03-31,-0.0183,USD
NASB,NASB,2024-05-08,2024-03-31,,USD
NAT,Nordic American Tankers Ltd,2024-02-26,2023-12-31,0.13,USD
NAT,Nordic American Tankers Ltd,2024-05-20,2024-03-31,0.1404,USD
NATI,NATI,2024-04-25,2024-03-31,,USD
NATR,Nature`s Sunshine Products Inc,2024-03-13,2023-12-31,0.18,USD
NATR,Nature`s Sunshine Products Inc,2024-05-07,2024-03-31,0.23,USD
NAUH,NAUH,2024-04-04,2024-02-29,0,USD
NAUT,Nautilus Biotechnology Inc,2024-02-28,2023-12-31,-0.14,USD
NAUT,Nautilus Biotechnology Inc,2024-05-01,2024-03-31,-0.2975,USD
NAVB,NAVB,2024-03-19,2023-12-31,,USD
NAVB,NAVB,2024-05-09,2024-03-31,,USD
NAVI,Navient Corp,2024-04-24,2024-03-31,0.62,USD
NBHC,National Bank Holdings Corp - Class A,2024-04-17,2024-03-31,0.76,USD
NBIX,Neurocrine Biosciences Inc,2024-05-01,2024-03-31,0.98,USD
NBN,Northeast Bank,2024-04-22,2024-03-31,1.58,USD
NBND,NBND,2024-03-21,2023-12-31,,USD
NBND,NBND,2024-05-13,2024-03-31,,USD
NBR,Nabors Industries Ltd,2024-04-22,2024-03-31,-1.65,USD
NBRFF,NBRFF,2024-03-31,2024-01-31,,CAD
NBRI,NBRI,2024-03-04,2023-12-31,,USD
NBRI,NBRI,2024-05-10,2024-03-31,,USD
NBRV,NBRV,2024-03-27,2023-12-31,-1.33,USD
NBRV,NBRV,2024-04-15,2024-03-31,,USD
NBRVF,NBRVF,2024-03-27,2023-12-31,-1.33,USD
NBRVF,NBRVF,2024-04-15,2024-03-31,,USD
NBSE,NeuBase Therapeutics Inc,2024-05-09,2024-03-31,,USD
NBTB,NBT Bancorp. Inc,2024-04-22,2024-03-31,0.67,USD
NBVAF,NBVAF,2024-03-21,2024-01-31,,USD
NBY,Novabay Pharmaceuticals Inc,2024-03-28,2023-12-31,-0.3,USD
NBY,Novabay Pharmaceuticals Inc,2024-05-09,2024-03-31,,USD
NC,Nacco Industries Inc - Class A,2024-03-13,2023-12-31,,USD
NC,Nacco Industries Inc - Class A,2024-05-01,2024-03-31,,USD
NCLH,Norwegian Cruise Line Holdings Ltd,2024-02-27,2023-12-31,-0.14,USD
NCLH,Norwegian Cruise Line Holdings Ltd,2024-04-29,2024-03-31,-0.1991,USD
NCMI,National Cinemedia Inc,2024-04-11,2024-03-31,,USD
NCNA,NuCana plc,2024-03-20,2023-12-31,-0.001,GBP
NCNA,NuCana plc,2024-04-02,2024-03-31,-0.0009,GBP
NCNO,Ncino Inc,2024-03-26,2024-01-31,0.12,USD
NCPL,Netcapital Inc,2024-03-14,2024-01-31,0.04,USD
NCR,NCR,2024-05-02,2024-03-31,0.4514,USD
NCSM,NCS Multistage Holdings Inc,2024-03-05,2023-12-31,1.18,USD
NCSM,NCS Multistage Holdings Inc,2024-05-07,2024-03-31,0.12,USD
NDAQ,Nasdaq Inc - 144A,2024-04-17,2024-03-31,0.64,USD
NDBKY,NDBKY,2024-03-05,2023-12-31,0,ZAR
NDCVF,NDCVF,2024-04-24,2024-03-31,-0.0882,USD
NDEKY,NDEKY,2024-04-26,2024-03-31,0.4711,JPY
